title,vegetarian,vegan,glutenFree,dairyFree,ingredients,sustainable,veryHealthy,lowFodmap,ketogenic,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Vitamin E/mg,Carbohydrates/g,Magnesium/mg,Cholesterol/mg,Zinc/mg,Sodium/mg,Copper/mg,Sugar/g,Fiber/g,Alcohol/g,Diabetes,High Protein,High Fat,Low Carbohydrate,Obesity,BP,Heart
Chicken Thighs With Snap Peas And Agliata,0,0,0,1,"anchovy paste,breadcrumbs,extra virgin olive oil,garlic cloves,jalapeno peppers,parsley,red pepper flakes,salt packed anchovies,shallots,skinless boneless chicken thighs,snap peas,sweet paprika",0,0,0,0,52.0,29.35,49.14,21.51,713.18,38.7,5.43,38.11,97.29,215.13,4.43,593.66,0.33,7.27,5.15,0.0,1,1,0,1,1,1,1
Butternut Squash Tart With Anchovy Vinaigrette,0,0,0,0,"anchovy,butternut squash,cayenne pepper,eggs,flour,fresh thyme,fresh thyme leaves,ice water,kosher salt,leeks,olive oil,parmesan cheese,romaine lettuce leaves,Salt & Pepper,sugar,unsalted butter,white wine vinegar,whole milk",0,0,0,0,16.0,9.42,61.25,29.33,632.31,43.71,4.43,47.09,65.37,118.0,1.32,631.93,0.2,4.88,4.07,0.0,0,0,1,0,0,1,1
Greek Salad With Cherry Tomatoes,0,0,1,0,"anchovy,capers,cherry tomatoes,cucumbers,feta cheese,fresh dill,garlic clove,green bell pepper,kalamata olives,olive oil,oregano,pepper,red bell peppers,red onions,salt,wine vinegar",0,0,0,0,6.0,14.45,73.34,12.21,171.56,13.78,1.52,5.16,18.1,32.87,1.19,813.46,0.08,3.12,1.45,0.0,1,0,1,1,0,1,1
Crostini With Tapenade,0,0,0,1,"anchovies,baguette,capers,cognac,fresh flat-leaf parsley,garlic cloves,lemon juice,olive oil,white pepper",0,0,0,0,6.0,11.05,28.42,60.53,110.88,3.41,0.43,16.36,9.57,0.3,0.3,226.72,0.07,0.32,0.93,0.31,0,0,0,0,1,1,1
Bagna Cauda,0,0,0,0,"anchovies,butter,crusty bread,garlic,green onions,olive oil,portabella mushrooms,radicchio,red belgian endive,yellow bell peppers",0,0,0,0,10.0,10.96,67.81,21.23,141.19,11.15,1.79,7.85,18.9,26.01,0.73,97.89,0.29,1.09,1.88,0.0,1,0,1,1,0,1,1
Bean Sprout Soup (kongnamul Guk),0,0,1,1,"anchovies,bean sprouts,daikon,green onions,kelp,korean chili powder,salt,water",0,0,0,0,30.0,38.56,13.92,47.52,102.91,1.85,1.19,14.2,76.18,14.4,1.57,4804.53,0.66,8.83,4.72,0.0,0,1,0,0,1,1,1
The Chicken Fried Pork Belly Caesar,0,0,0,1,"anchovies,bell pepper,canola oil,duck fat,egg yolk,eggs,flour,garlic,lemon juice,panko,pork belly,romaine lettuce,salt,vegetable oil",0,0,0,0,20.0,5.95,86.43,7.62,786.5,76.24,7.17,15.13,28.21,185.5,1.43,263.85,0.12,4.64,3.37,0.0,1,0,1,1,0,1,1
Roast Lamb With Anchovies,0,0,1,1,"anchovies,chicken stock,garlic cloves,leg of lamb,onions,white wine",0,0,0,0,50.0,60.75,30.62,8.63,340.11,10.21,0.51,6.47,68.22,138.05,8.32,197.75,0.32,2.63,0.65,4.29,1,1,0,1,1,1,1
Roast Leg Of Lamb With Salsa Verde,0,0,1,1,"capers,fresh mint,garlic,green onions,ground pepper,juice of lemon,leg of lamb,olive oil,parsley,red wine vinegar,salt",0,1,0,0,65.0,40.3,57.06,2.64,661.36,41.44,4.83,4.32,97.3,201.6,12.3,1186.44,0.49,0.73,1.25,0.0,1,1,1,1,0,1,1
"Broccoli With Anchovies, Capers & Chilli",0,0,0,1,"anchovies,broccoli,capers,chillies,ciabatta,garlic cloves,olive oil",0,1,0,0,76.0,11.15,53.19,35.66,237.88,14.93,3.38,22.53,39.0,1.2,0.74,217.23,0.12,3.8,4.62,0.0,0,0,1,0,0,1,1
"Red Mullet With Tomatoes, Olives & Anchovies",0,0,1,1,"anchovies,black olives,cherry tomatoes,fresh basil,lemon juice,olive oil,red mullet",0,1,1,0,63.0,46.8,50.8,2.4,517.63,28.65,6.08,3.05,95.48,148.8,1.7,515.16,0.22,1.45,1.03,0.0,1,1,1,1,0,1,1
Radicchio Slaw With Green Beans And Cauliflower,0,0,1,0,"anchovy,cauliflower,coarse salt,dijon mustard,green beans,lemon juice,lemon zest,olive oil,parmesan cheese,radicchio,roasted garlic",0,0,0,0,52.0,9.75,70.82,19.43,239.28,19.96,3.44,12.32,37.69,4.81,0.84,330.34,0.18,4.39,4.17,0.0,1,0,1,1,0,1,1
Hunter's Chicken Stew,0,0,1,1,"anchovy,bay leaves,black olives,canned tomatoes,chianti,chicken,coarse salt,fresh rosemary,garlic,olive oil",0,0,0,0,18.0,28.38,59.86,11.76,849.63,47.35,4.9,20.93,93.85,187.3,3.89,896.59,0.52,8.85,4.43,20.44,1,1,1,1,0,1,1
Fried Squash Blossoms With Salsa Verde,0,0,0,0,"anchovy,baking powder,cake flour,coarse salt,flour,mozzarella di bufala,olive oil,salsa verde,sparkling water,squash blossoms",0,0,0,0,11.0,15.81,26.68,57.51,191.21,5.6,0.31,27.16,12.71,14.37,0.43,504.18,0.07,2.22,0.86,0.0,0,0,0,0,1,1,1
Crudités And Shrimp With Green Goddess Dip,0,0,1,0,"anchovy,avocado,baby carrots,belgian endive,cucumbers,egg,fresh basil,fresh tarragon,garlic clove,lemon juice,olive oil,orange bell peppers,parsley,shallot,shrimp,sour cream,sugar snap peas,white wine vinegar",0,0,0,0,25.0,16.55,58.91,24.54,316.56,21.1,4.07,19.78,57.51,215.5,1.7,288.03,0.28,10.1,7.13,0.0,0,0,1,0,0,1,1
Flageolet Beans And Frisee Salad,0,0,1,1,"anchovy,fresh flat-leaf parsley,frisee,garlic,lemon juice,mat beans,olive oil,pepper",0,1,0,0,96.0,20.3,40.31,39.39,259.84,11.87,2.9,26.1,113.37,9.0,0.52,53.66,0.56,0.7,2.37,0.0,0,0,0,0,1,1,1
Caesar Salad With Heart Croutons,0,0,0,0,"anchovy,dijon mustard,egg yolk,garlic,lemon juice,olive oil,parmesan cheese,pepper,romaine lettuce,salt,white bread",0,0,0,0,27.0,19.8,35.07,45.13,274.72,10.99,1.04,31.81,51.03,43.68,1.47,917.16,0.18,5.36,5.75,0.0,0,0,0,0,1,1,1
Fish and Zucchini Puttanesca Stew,0,0,1,1,"anchovy,canned tomatoes,capers,chili flakes,fish,fresh parsley,garlic,olive oil,olives,onion,oregano,bell pepper,vegetable stock,zucchini",0,1,0,0,93.0,38.71,24.06,37.23,282.95,8.07,5.26,28.08,106.93,57.9,1.6,997.99,0.57,16.97,7.55,0.0,0,1,0,0,1,1,1
Linguine With Garlic And Breadcrumbs,0,0,0,1,"anchovy,breadcrumbs,cooking oil,garlic cloves,lemon zest,lemon zest,linguine,linguine",0,0,0,0,20.0,13.56,12.78,73.66,730.64,10.23,1.46,132.69,96.19,3.6,2.62,66.23,0.53,5.06,5.99,0.0,0,0,0,0,1,1,1
Sunny Side Up Eggs,0,0,0,0,"anchovies,bell pepper,bread,capers,coarse sea salt,eggs,lemon,olive oil,parmesan cheese,swiss chard",0,0,0,0,28.0,16.27,55.84,27.89,341.65,21.69,5.36,24.36,95.7,215.02,1.69,746.45,0.27,6.58,4.83,0.0,0,0,1,0,0,1,1
Green Goddess Dressing,0,0,1,1,"anchovy,chicory,chives,escarole,garlic cloves,green onion,mayonnaise,parsley,romaine,shrimp,tarragon,tarragon vinegar",0,0,0,0,9.0,2.22,94.82,2.96,687.21,72.54,3.34,5.09,25.32,45.58,0.59,632.67,0.1,2.91,2.2,0.0,1,0,1,1,0,1,1
The Chicken-fried Pork Belly Caesar,0,0,0,0,"anchovies,bell pepper,canola oil,duck fat,egg yolk,eggs,flour,garlic,lemon juice,panko,parmigiano reggiano,pork belly,romaine lettuce,salt,vegetable oil",0,0,0,0,25.0,10.06,82.99,6.95,905.9,84.07,7.24,15.84,42.01,207.1,2.29,746.49,0.13,4.79,3.36,0.0,1,0,1,1,0,1,1
Salsa Verde,0,0,1,1,"anchovy,capers,fresh flatleaf parsley,garlic,mint,mustard,olive oil,bell pepper,red wine vinegar",0,0,0,0,29.0,2.74,92.81,4.45,548.78,57.14,9.33,6.17,20.74,7.2,0.51,119.12,0.06,3.24,2.0,0.0,1,0,1,1,0,1,1
Salade Nicoise,0,0,1,1,"capers,celery,coarse salt,dijon mustard,eggs,green beans,olive oil,pepper,radishes,red potatoes,romaine lettuce,shallot,solid white tuna packed in water,tomatoes,white-wine vinegar,nicoise",0,0,0,0,25.0,17.98,53.26,28.76,214.59,13.09,2.26,15.9,46.45,61.66,0.83,486.56,0.18,3.86,4.13,0.0,0,0,1,0,0,1,1
Natural Factors’ Tropical Summer Caesar Salad,0,0,1,0,"anchovy,capers,celery stalk,date,endive,extra virgin olive oil,flax,garlic,nutritional yeast,parmesan cheese,pineapple,red wine vinegar,romaine hearts,tamari,water,pgx",0,1,0,0,89.0,6.15,63.0,30.85,544.9,39.87,6.31,43.94,94.13,5.3,2.57,731.63,0.61,25.42,12.26,0.0,0,0,1,0,0,1,1
Garlic And Oil Spaghetti With Greens,0,0,0,1,"anchovy,crushed red pepper,extra virgin olive oil,garlic,nutmeg,salt and pepper,scallions,spaghetti,swiss chard",0,1,0,0,100.0,12.45,24.87,62.68,2291.2,63.25,14.58,358.62,505.87,14.4,8.26,909.51,1.99,16.51,20.87,0.0,0,0,0,0,1,1,1
Panzanella,0,0,0,1,"anchovy,basil,black olives,bread,garlic cloves,olive oil,red bell pepper,red chiles,red wine vinegar,salt packed anchovy,sea-salt,tomatoes,yellow bell pepper",0,0,0,0,32.0,10.93,40.05,49.02,536.29,24.28,4.49,66.86,80.96,1.6,1.8,1143.14,0.35,12.58,7.83,0.0,0,0,0,0,1,1,1
Smoky Red Pepper Soup,0,0,0,1,"bread crumbs,capers,fresh marjoram,garlic cloves,kosher salt,olive oil,olive oil,paprika,roasted red bell peppers,vegetable stock,yellow onion",0,0,0,0,0.0,7.48,46.71,45.81,25.16,1.33,0.22,2.94,0.0,0.0,0.0,364.11,0.0,0.55,0.3,0.0,0,0,0,0,1,1,1
Pizza,0,0,0,0,"anchovies,bell pepper,capers,egg,flour,garlic clove,mozzarella cheese,olive,olive oil,oregano,salt and pepper,water,yeast,yeast,tins",0,0,0,0,43.0,17.42,33.28,49.3,545.63,20.16,2.78,67.19,44.49,92.27,2.82,764.83,0.2,3.99,6.02,0.0,0,0,0,0,1,1,1
"Pasta with Anchovies, Currants, Fennel, and Pine Nuts",0,0,0,1,"anchovy,breadcrumbs,dried currants,fennel bulb,olive oil,onion,pine nuts,plum tomatoes,red pepper,saffron threads,perciatelli",0,0,0,0,29.0,6.66,63.85,29.49,476.89,34.83,4.92,36.21,56.92,4.8,1.37,240.88,0.31,10.45,4.97,0.0,0,0,1,0,0,1,1
Emmanuel's Baked Artichoke Hearts,0,0,0,0,"anchovy,artichoke hearts,bread crumbs,butter,extra virgin olive oil,flat leaf parsley,garlic,lemon,parmigiano reggiano cheese,pepper",0,0,0,0,9.0,8.51,63.27,28.22,451.05,31.1,1.2,31.21,20.04,15.48,0.74,1084.53,0.1,3.93,5.56,0.0,0,0,1,0,0,1,1
Toasted Baguette with Tomatoes and Anchovies,0,0,0,1,"anchovy,french bread,garlic cloves,olive oil,olive oil,vine ripened tomatoes",0,0,0,0,25.0,8.92,54.38,36.7,399.68,24.59,4.13,37.34,32.65,3.6,0.86,304.14,0.17,4.82,2.92,0.0,0,0,1,0,0,1,1
Seafood Stoup Fra Diavolo,0,0,0,1,"anchovy,basil,chicken stock,crusty bread,dry sherry,extra virgin olive oil,garlic,lemon peel,red pepper flakes,salt and pepper,sea scallops,shrimp,tomato sauce,turbot",0,0,0,0,28.0,49.41,37.64,12.95,514.57,20.31,5.2,15.71,151.96,372.81,4.08,2439.52,0.59,6.62,2.34,3.09,1,1,0,1,1,1,1
Panzanella With Mint And Anchovy,0,0,0,1,"anchovy,bread,capers,cherry tomatoes,cucumber,garlic,mint,red onion,sea salt,sea-salt,sherry vinegar",0,0,0,0,4.0,17.11,10.2,72.69,78.83,0.92,0.51,14.72,24.71,0.8,0.48,765.06,0.14,4.13,1.98,0.0,0,0,0,0,1,1,1
Parmesan & Anchovy Straws,0,0,0,0,"egg,parmesan,pickle relish,puff pastry",0,0,0,0,3.0,10.59,61.68,27.73,409.06,28.02,0.58,28.34,17.03,88.64,0.89,354.86,0.09,0.61,0.93,0.0,0,0,1,0,0,1,1
Roasted Fish Bruschetta,0,0,0,1,"anchovy,bread,fish,fresh basil leaves,garlic,oil,onion,tomato paste,tomatoes",0,0,0,0,8.0,9.19,56.24,34.57,241.49,15.51,3.34,21.46,33.65,3.5,0.71,189.48,0.16,6.04,3.12,0.0,0,0,1,0,0,1,1
Green Herb & Yogurt Dip,0,0,1,0,"anchovy,greek yogurt,herbs,juice of lemon,spring onions,watercress",0,0,0,0,6.0,61.35,7.1,31.55,24.33,0.2,0.0,2.0,7.99,2.07,0.22,17.54,0.02,1.32,0.0,0.0,0,1,0,0,1,1,1
Griddled Courgette Salad With Anchovies & Capers,0,0,1,1,"anchovies,baby courgettes,capers,lemon,olive oil,parsley",0,1,1,0,100.0,22.4,48.99,28.61,263.81,16.68,2.21,21.92,205.56,1.2,5.1,147.59,0.62,0.81,7.83,0.0,0,0,0,0,1,1,1
Grilled Lamb With Broccoli & Anchovy Sauce,0,0,1,1,"anchovy,broccoli,juice of lemon,lamb chops,olive oil,rosemary",0,1,0,0,100.0,48.42,47.59,3.99,736.49,38.3,2.83,7.22,102.81,260.81,16.29,239.36,0.59,1.89,2.67,0.0,1,1,0,1,1,1,1
Caesar Salad,0,0,0,0,"anchovy,black pepper,cayenne pepper,dijon mustard,egg yolk,garlic,lemon juice,olive oil,pepper,romaine lettuce,romano cheese,rustic bread,salt,unsalted butter,worcestershire sauce",0,0,0,0,9.0,9.41,68.92,21.67,448.26,34.84,2.12,24.64,29.54,59.71,0.86,755.11,0.07,13.13,3.5,0.0,1,0,1,1,0,1,1
Red Bell Pepper and Eggplant Tian with Anchovies,0,0,0,1,"bread,canned anchovy fillets,eggplants,fresh thyme,garlic cloves,olive oil,olives,plum tomatoes,red bell peppers",0,0,0,0,39.0,8.72,59.98,31.3,268.81,18.56,5.17,21.79,49.57,6.02,0.9,433.25,0.21,10.68,7.4,0.0,0,0,1,0,0,1,1
French In A Flash: Pissaladière Pasta,0,0,0,0,"anchovy,bay leaf,butter,garlic,olive oil,olives,spaghetti,thyme,yellow onions",0,0,0,0,17.0,12.71,16.48,70.81,709.35,12.92,1.43,124.95,97.58,13.38,2.48,228.6,0.52,8.79,7.34,0.0,0,0,0,0,1,1,1
"Anchoïade With Radishes, Fennel, Celery And Carrots",0,0,1,1,"anchovy fillets,carrots,celery stalks,fennel bulbs,garlic cloves,olive oil,radishes",0,0,0,0,14.0,7.44,77.77,14.79,84.98,7.56,1.15,3.23,8.29,3.4,0.19,28.37,0.04,0.65,1.14,0.0,1,0,1,1,0,1,1
Quinoa Puttanesca,0,0,1,1,"anchovy,baby spinach,canned tomatoes,cooked quinoa,garlic,kalamata olives,olive oil,red pepper flakes",0,1,0,0,85.0,14.34,28.71,56.95,262.23,8.67,3.52,38.7,127.17,3.6,2.01,350.15,0.51,5.74,6.65,0.0,0,0,0,0,1,1,1
Sautéed Squid Salad With Salsa Verde,0,0,1,1,"anaheim pepper,anchovies,capers,cranberry beans,fresh tarragon leaves,garlic,juice of lemon,lemon zest,lima beans,mint,olive oil,oregano leaves,parsley,red onion,romaine lettuce,salsa verde,salt and pepper,squid",0,1,0,0,100.0,19.95,27.62,52.43,286.83,9.58,2.42,40.92,131.46,6.5,2.41,984.66,0.58,7.16,18.12,0.0,0,0,0,0,1,1,1
Penne Avvocato,0,0,0,1,"basil leaves,canned anchovy,canned tomatoes,capers,crushed red pepper,dry white wine,extra virgin olive oil,flat leaf parsley,garlic,penne pasta,salt and pepper,steak",0,1,0,0,63.0,17.95,31.41,50.64,816.2,28.05,4.79,101.73,128.87,52.73,6.7,718.89,0.81,12.17,7.95,3.09,0,0,0,0,1,1,1
Polenta Puttanesca,0,0,1,1,"anchovy fillets,capers,fresh flat-leaf parsley,garlic cloves,olive oil,olives,plum tomatoes,polenta,red pepper flakes,salt,salt and pepper,water,white onion",0,0,0,0,0.0,5.22,59.15,35.63,28.07,1.9,0.37,2.58,0.0,0.01,0.0,276.0,0.0,0.41,0.3,0.0,0,0,1,0,0,1,1
"Dinner Tonight: Orecchiette With Broccoli, Anchovies, And Chiles",0,0,0,0,"anchovy filets,butter,garlic,olive oil,orecchiette,parmesan,red chiles",0,0,0,0,14.0,14.12,27.18,58.7,600.87,18.02,1.51,87.56,73.75,27.15,2.13,265.69,0.38,4.34,4.0,0.0,0,0,0,0,1,1,1
Cook the Book Party Planner: Pasta with Sardines,0,0,0,1,"anchovies in salt,anchovy paste,bread crumbs,fennel,fresh sardines,olive oil,onions,pine nuts,raisins,saffron,salt,white wine",0,1,0,0,57.0,25.79,60.01,14.2,657.91,44.09,2.8,23.46,82.97,87.46,4.53,504.04,0.2,3.58,2.51,1.16,1,0,1,1,0,1,1
Dinner Tonight: Kale Caesar Salad with Anchovies,0,0,1,0,"anchovies,canola oil,dijon mustard,egg yolks,garlic,kale,lemon juice,parmesan,salt and pepper,tabasco sauce,worcestershire sauce",0,0,0,0,26.0,18.28,69.72,12.0,338.92,27.03,3.33,10.47,51.35,121.85,1.54,764.83,1.04,1.54,0.0,0.0,1,0,1,1,0,1,1
Dinner Tonight: Cod with Tarragon-Anchovy Breadcrumbs,0,0,0,0,"anchovy,bread,butter,canola oil,egg,flour,cod,lemon,tarragon",0,0,0,0,32.0,35.76,18.87,45.37,537.02,11.05,1.9,59.78,106.78,172.07,2.42,529.36,0.26,4.6,4.05,0.0,0,1,0,0,1,1,1
Home,0,0,1,1,"capers,champagne vinegar,haricots verts,kosher salt,mustard,olive oil,olive oil,oregano,parsley,pepper,red bell pepper,red onion,shallots,slaw dressing,slaw dressing,vine ripened tomatoes,whole grain mustard,yukon gold potatoes,bagplastic,to tastepepper",0,0,0,0,34.0,2.7,81.96,15.34,638.15,59.83,10.71,25.2,56.4,6.93,0.82,1151.82,0.22,16.12,6.69,0.0,1,0,1,1,0,1,1
Chicken with Green Olives,0,0,1,1,"anchovy,chicken legs,dry white wine,garlic cloves,green olives,lemon juice,olive oil,parsley,pepper,red wine vinegar,salt,water",0,0,0,0,6.0,23.29,72.95,3.76,400.67,31.29,2.44,3.62,34.68,122.22,2.05,897.52,0.14,0.62,1.42,2.06,1,0,1,1,0,1,1
Lime Caesar Salad,0,0,0,0,"canned anchovy,dijon mustard,french baguette,garlic cloves,lime juice,mayonnaise,olive oil,olive oil,parmesan cheese,pepper,romaine hearts,worcestershire sauce",0,0,0,0,22.0,8.2,66.28,25.52,590.71,44.01,4.83,38.12,42.24,15.23,1.26,761.7,0.2,2.46,4.3,0.0,0,0,1,0,0,1,1
Green Olive Sauce,0,0,1,1,"anchovy,capers,cornichons,dijon mustard,flat-leaf parsley,garlic,green olives,olive oil,red wine vinegar",0,0,0,0,3.0,1.61,95.31,3.08,52.81,5.71,0.86,0.42,0.0,0.24,0.0,102.73,0.0,0.07,0.0,0.0,1,0,1,1,0,1,1
Pumpkin Pasta,0,0,0,0,"anchovies,garlic,honey,kosher salt,olive oil,parmesan cheese,parsley,sugar pumpkin,walnuts,whole-grain rice pasta",0,0,0,0,35.0,9.11,43.98,46.91,553.23,28.08,3.98,67.39,52.29,9.7,1.46,411.29,0.47,14.85,6.05,0.0,0,0,0,0,1,1,1
Treviso Caesar Salad,0,0,0,0,"anchovy,dijon mustard,dijon mustard,fresh thyme,fresh thyme,garlic clove,kosher salt,kosher salt,lemon juice,lemon juice,olive oil,olive oil,olive oil,parmigiano reggiano cheese,parmigiano reggiano cheese,radicchio,red wine vinegar,red wine vinegar,sub rolls",0,0,0,0,42.0,11.14,39.29,49.57,326.2,14.47,4.79,41.06,27.83,3.5,1.08,762.57,0.51,5.58,2.9,0.0,0,0,0,0,1,1,1
Caesar Salad with Pancetta,0,0,0,0,"anchovy fillets,bell pepper,egg yolk,extra virgin olive oil,garlic cloves,juice of lime,pancetta,parmigiano reggiano,romaine lettuce,salt,sourdough bread,whole garlic clove",0,0,0,0,29.0,9.09,74.86,16.05,1175.99,98.73,12.17,47.6,53.9,243.82,2.63,1150.12,0.21,5.7,3.94,0.0,1,0,1,1,0,1,1
Toasted Parmesan And Garlic Oil Caesar Salad,0,0,0,1,"anchovy,bread,egg yolk,fresh chives,garlic oil,lemon juice,bell pepper,romaine hearts,salt,worcestershire sauce",0,0,0,0,32.0,8.29,51.39,40.32,66.72,3.85,1.69,6.81,12.44,10.01,0.28,236.65,0.03,3.7,1.93,0.0,0,0,1,0,0,1,1
Hanger Steak with Herb-Nut Salsa,0,0,1,1,"capers,chervil,chives,flat-leaf parsley,hazelnuts,oil packed tuna,olive oil,salt and pepper,shallot,sherry vinegar,steaks,tarragon",0,1,0,0,100.0,35.8,63.95,0.25,3581.3,254.66,4.68,2.31,348.48,968.48,81.68,1043.69,1.35,0.62,0.9,0.0,1,1,1,1,0,1,1
Tomato Feta Dip,0,0,1,0,"canned tomatoes,feta cheese,fresh cilantro leaves,bell pepper,salted anchovies",0,1,0,0,86.0,18.36,25.04,56.6,361.97,11.29,10.1,57.41,158.06,37.85,3.32,1553.39,1.32,35.7,14.98,0.0,0,0,0,0,1,1,1
Garlic Caesar Salad,0,0,1,0,"anchovy,croutons,dijon mustard,dijon mustard,garlic,garlic,lemon juice,lemon juice,mayonnaise,milk,milk,parmesan cheese,peppercorn,romaine lettuce,romaine lettuce,worcestershire sauce,worcestershire sauce",0,0,0,0,9.0,8.18,72.05,19.77,116.43,9.59,0.47,5.92,13.21,6.94,0.29,150.35,0.06,1.29,1.65,0.0,1,0,1,1,0,1,1
Penne Puttanesca,0,0,0,1,"anchovy fillets,capers,fresh flat-leaf parsley,garlic cloves,olive oil,olives,penne pasta,plum tomatoes,red pepper flakes,salt and pepper,white onion",0,0,0,0,2.0,9.24,40.09,50.67,63.71,2.88,0.56,8.18,8.01,0.01,0.18,264.73,0.05,0.83,0.69,0.0,0,0,0,0,1,1,1
Pissaladiere,0,0,0,0,"all purpose flour,anchovy,bay leaf,capers,fresh thyme,garlic cloves,olive oil,olive oil,olives,onions,salt,unsalted butter,water",0,0,0,0,6.0,7.65,50.93,41.42,387.31,22.39,2.53,40.97,34.52,26.74,0.77,460.14,0.17,9.21,4.89,0.0,0,0,1,0,0,1,1
Garlicky Caesar Salad,0,0,1,0,"anchovy,bell pepper,garlic clove,hearts of romaine,mayonnaise,pecorino,red wine vinegar,tabasco,water,bell pepper,worcestershire sauce",0,0,0,0,26.0,10.14,55.22,34.64,134.07,8.37,2.77,11.81,30.08,6.92,0.64,105.8,0.07,7.37,4.73,0.0,0,0,1,0,0,1,1
Caesar Salad Spears,0,0,1,0,"anchovy,belgian endives,garlic clove,kosher salt,lemon juice,lemon zest,mayonnaise,olive oil,parmigiano reggiano cheese,diced bread",0,0,0,0,0.0,5.82,87.01,7.17,17.44,1.72,0.16,0.32,0.0,0.8,0.0,206.76,0.0,0.03,0.0,0.0,1,0,1,1,0,1,1
Balsamic Caesar Salad,0,0,1,0,"anchovies,balsamic vinegar,parmesan,garlic,mayonnaise,olive oil,pecorino romano cheese,pepper,red onion,romaine lettuce,worcestershire sauce",0,0,0,0,19.0,17.98,66.91,15.11,186.44,14.14,1.31,7.19,28.28,17.47,0.85,299.4,0.09,3.23,2.65,0.0,1,0,1,1,0,1,1
Twin Pissaladières,0,0,0,1,"active yeast,basil leaves,egg,garlic cloves,olive oil,olives,onions,plum tomatoes,salt packed anchovies,sea-salt,unbleached flour,water",0,0,0,0,4.0,12.63,29.45,57.92,128.58,4.29,0.94,18.98,15.96,17.58,0.41,509.57,0.09,3.6,2.21,0.0,0,0,0,0,1,1,1
Fusilli with Broccoli Rabe,0,0,0,0,"anchovy,broccoli rabe,crushed red pepper,fusilli,garlic cloves,olive oil,pecorino romano cheese,salt and pepper,unsalted butter",0,0,0,0,50.0,17.3,30.67,52.03,703.48,24.17,4.65,92.23,112.62,40.53,3.8,625.31,0.43,3.96,8.4,0.0,0,0,0,0,1,1,1
Bluefish with Grape Leaves,0,0,1,1,"anchovy,bluefish fillets,chives,garlic clove,grape leaves,lemon juice,olive oil,parsley,red grapes,red onion,salt and pepper",0,1,0,1,67.0,22.08,68.72,9.2,645.63,49.68,6.36,14.96,74.69,101.56,1.61,303.25,0.22,9.96,2.09,0.0,1,0,1,1,0,1,1
Canal House Cooking's Serious Ragù,0,0,1,1,"anchovy,beef short ribs,canned tomatoes,carrot,celery,garlic,lamb chops,nutmeg,olive oil,parsley leaves,pork spareribs,salt and pepper,tomato sauce,white wine,yellow onion",0,1,0,0,74.0,33.38,59.09,7.53,1601.32,101.53,7.06,29.11,202.59,453.69,25.21,1476.88,1.2,17.23,7.31,6.18,1,1,1,1,0,1,1
French Tapenade,0,0,1,1,"anchovy fillets,black olives,capers,garlic clove,juice of lemon,olive oil,bell pepper,thyme,ground laurel",0,0,0,0,22.0,10.43,80.42,9.15,464.09,43.08,9.06,11.02,49.5,29.77,1.18,2266.65,0.33,4.16,5.69,0.0,1,0,1,1,0,1,1
Bagna Cauda Salad,0,0,1,1,"anchovy,beets,brussels sprouts,butternut squash,carrots,flat leaf parsley leaves,garlic cloves,lemon juice,olive oil,radishes,salt,turnips",0,1,0,0,72.0,6.26,64.82,28.92,237.84,18.07,3.77,18.14,44.2,2.4,0.64,279.82,0.15,7.02,4.89,0.0,0,0,1,0,0,1,1
Leg of Lamb with Garlic Sauce,0,0,1,1,"anchovy,dry red wine,fresh rosemary,fresh thyme,garlic cloves,leg of lamb,olive oil,olive oil,parsley,sea-salt,whole garlic cloves",0,0,0,0,46.0,49.49,44.35,6.16,341.58,15.44,1.45,4.83,55.63,117.91,7.12,313.52,0.28,0.12,0.43,3.15,1,1,0,1,1,1,1
Buttermilk Bagna Cauda,0,0,1,0,"anchovy,buttermilk,buttermilk,garlic cloves,olive oil,root vegetables,salt,thyme,unsalted butter,unsalted butter",0,0,0,0,2.0,2.6,86.84,10.56,317.37,31.36,3.04,8.58,16.16,49.2,0.41,36.48,0.07,2.63,2.02,0.0,1,0,1,1,0,1,1
Green Goddess Dip With Endive,0,0,1,0,"anchovy,belgian endive,coarse salt,fresh herbs,hass avocado,low fat buttermilk,white-wine vinegar",0,0,0,0,1.0,15.0,48.91,36.09,8.25,0.49,0.0,0.81,0.0,0.27,0.0,200.14,0.0,0.27,0.42,0.0,0,0,0,0,1,1,1
Linguine Aglio E Olio Con Acciuga,0,0,0,0,"anchovies,linguine,olive oil,parmesan cheese,red pepper flakes,salt,whole garlic cloves",0,0,0,0,26.0,12.82,41.37,45.81,771.32,35.31,4.09,87.98,73.88,18.2,2.41,605.81,0.36,3.31,3.8,0.0,0,0,0,0,1,1,1
Double Bacon Caesar,0,0,1,0,"anchovy paste,bacon,bacon fat,chicken,egg yolk,garlic clove,juice of lemon,parmesan cheese,parmesan cheese,romaine lettuce,worcestershire sauce,& p",0,0,0,0,38.0,15.36,78.16,6.48,1039.35,90.91,1.57,16.95,96.82,227.94,3.85,1170.78,0.29,5.58,8.8,0.0,1,0,1,1,0,1,1
Mixed Seafood Risotto,0,0,1,0,"anchovy,arborio rice,chicken broth,dry white wine,fish,fresh basil,garlic clove,olive oil,onion,romano cheese,shrimp,tomato paste",0,0,0,0,20.0,28.89,20.29,50.82,388.92,7.98,1.71,44.98,54.5,167.71,2.19,1132.25,0.37,2.13,2.08,4.12,0,1,0,0,1,1,1
